category,mechanism,word1,word2,word3,word4,answer,coherence_score,hypernym_depth,bucket_size
green,wordnet_common_hypernym,accelerometer,calorimeter,pyrometer,thermometer,measuring instrument,0.3860,8,31
green,wordnet_common_hypernym,church,garage,greenhouse,synagogue,building,0.3261,6,69
green,wordnet_common_hypernym,cowman,groom,picker,wrangler,hired hand,0.2896,8,10
green,wordnet_common_hypernym,compact,saloon,truck,wagon,motor vehicle,0.3163,9,26
green,wordnet_common_hypernym,camera,phone,printer,stereo,electronic equipment,0.2992,7,21
green,wordnet_common_hypernym,colt,filly,hog,pup,young,0.3383,7,16
green,wordnet_common_hypernym,banana,delicious,grapefruit,lemon,edible fruit,0.4041,6,22
green,wordnet_common_hypernym,academic,headmaster,lecturer,tutor,educator,0.3566,6,19
green,wordnet_common_hypernym,deck,pavement,pier,runway,horizontal surface,0.3538,6,29
green,wordnet_common_hypernym,cathedral,inn,resort,saloon,building,0.2712,6,69
green,wordnet_common_hypernym,blackmailer,hijacker,shooter,thief,criminal,0.2962,7,37
green,wordnet_common_hypernym,directory,glossary,manual,text,book,0.3241,9,26
green,wordnet_common_hypernym,borough,county,preserve,township,administrative district,0.3725,6,47
green,wordnet_common_hypernym,brazil,fig,flaxseed,grape,fruit,0.2711,8,49
green,wordnet_common_hypernym,dictionary,itinerary,text,vocabulary,book,0.3154,9,26
green,wordnet_common_hypernym,capacitor,cartridge,dashboard,rotor,electrical device,0.2976,7,53
green,wordnet_common_hypernym,fence,grille,wall,wing,barrier,0.2791,7,29
green,wordnet_common_hypernym,beaver,coat,feather,fur,body covering,0.2881,6,40
green,wordnet_common_hypernym,cooler,microwave,vacuum,washer,home appliance,0.2925,9,12
green,wordnet_common_hypernym,brazil,filbert,nut,walnut,seed,0.2802,9,18
green,wordnet_common_hypernym,arm,fin,leg,pin,extremity,0.3061,6,17
green,wordnet_common_hypernym,brochure,directory,leaflet,reader,book,0.2882,9,26
green,wordnet_common_hypernym,chancellor,dean,minister,treasury,administrator,0.3043,6,9
green,wordnet_common_hypernym,doctor,pathologist,physician,specialist,medical practitioner,0.4078,7,20
green,wordnet_common_hypernym,china,coffeepot,mixer,saucepan,utensil,0.2836,7,14
green,wordnet_common_hypernym,capacitor,cartridge,rectifier,speaker,electrical device,0.3013,7,53
green,wordnet_common_hypernym,antenna,reactor,rectifier,resistor,electrical device,0.3570,7,53
green,wordnet_common_hypernym,boatswain,captain,mate,steward,sailor,0.3074,6,12
green,wordnet_common_hypernym,brigadier,commander,general,marshal,commissioned officer,0.2866,8,11
green,wordnet_common_hypernym,colt,firearm,handgun,rod,gun,0.2778,9,16
green,wordnet_common_hypernym,bridesmaid,courtier,hostess,steward,attendant,0.3083,6,16
green,wordnet_common_hypernym,informant,narrator,orator,storyteller,speaker,0.2867,6,14
green,wordnet_common_hypernym,bass,soprano,tenor,voice,musician,0.3696,6,24
green,wordnet_common_hypernym,cattleman,cowman,peasant,porter,workman,0.3265,6,26
green,wordnet_common_hypernym,dressing,gravy,mayonnaise,mole,sauce,0.2897,9,4
green,wordnet_common_hypernym,barricade,dam,rail,weir,barrier,0.3074,7,29
green,wordnet_common_hypernym,fennel,marrow,potato,radish,vegetable,0.3966,6,26
green,wordnet_common_hypernym,bonnet,boot,scabbard,windshield,protective covering,0.2855,6,58
green,wordnet_common_hypernym,castle,encampment,farmhouse,lodge,housing,0.3718,6,34
green,wordnet_common_hypernym,epiphysis,jaw,skull,teeth,connective tissue,0.4156,7,32
green,wordnet_common_hypernym,chop,forehead,skull,tooth,bone,0.3239,8,23
green,wordnet_common_hypernym,jaw,posterior,rib,shin,bone,0.4429,8,23
green,wordnet_common_hypernym,resident,specialist,surgeon,veterinarian,doctor,0.3046,8,16
green,wordnet_common_hypernym,delicious,lemon,orange,peach,edible fruit,0.3958,6,22
green,wordnet_common_hypernym,hair,scalp,shield,skin,body covering,0.3267,6,40
green,wordnet_common_hypernym,gulp,shiver,winking,yawning,reflex,0.2701,6,19
green,wordnet_common_hypernym,bacteria,bug,kelp,vector,microorganism,0.3118,6,11
green,wordnet_common_hypernym,bestseller,book,pamphlet,weekly,publication,0.3009,8,56
green,wordnet_common_hypernym,clutch,pedal,tappet,throttle,lever,0.3754,8,13
green,wordnet_common_hypernym,apron,bandstand,dais,pier,horizontal surface,0.2892,6,29
green,wordnet_common_hypernym,epiphysis,fang,jaw,posterior,bone,0.3629,8,23
green,wordnet_common_hypernym,baby,foal,pup,puppy,young mammal,0.5545,8,12
green,wordnet_common_hypernym,anterior,posterior,scalp,tendon,connective tissue,0.3835,7,32
green,wordnet_common_hypernym,lemon,lime,pear,sloe,edible fruit,0.4817,6,22
green,wordnet_common_hypernym,leg,limb,peg,toe,extremity,0.2835,6,17
green,wordnet_common_hypernym,almond,apple,flaxseed,lemon,fruit,0.4157,8,49
green,wordnet_common_hypernym,pick,scoop,shovel,spade,hand tool,0.3052,8,21
green,wordnet_common_hypernym,jelly,kiss,mint,sweet,dainty,0.2750,6,19
green,wordnet_common_hypernym,cottage,farmhouse,manor,villa,house,0.5478,7,14
green,wordnet_common_hypernym,chilly,pepper,spinach,tomato,vegetable,0.3108,6,26
green,wordnet_common_hypernym,planer,printer,turbine,typewriter,machine,0.2818,7,45
green,wordnet_common_hypernym,bean,grape,hop,legume,vine,0.3047,8,13
green,wordnet_common_hypernym,acrylic,couch,paint,watercolor,coating,0.2909,6,17
green,wordnet_common_hypernym,bead,pearl,pin,strand,jewelry,0.2705,7,17
green,wordnet_common_hypernym,boiler,china,porcelain,saucepan,utensil,0.2713,7,14
green,wordnet_common_hypernym,abstraction,canvas,painting,view,art,0.2868,6,37
green,wordnet_common_hypernym,bishop,cardinal,celebrant,rector,clergyman,0.4321,6,26
green,wordnet_common_hypernym,chancellor,governess,headmaster,professor,educator,0.3136,6,19
green,wordnet_common_hypernym,cemetery,churchyard,oasis,plantation,tract,0.2799,6,63
green,wordnet_common_hypernym,booklet,guidebook,itinerary,lexicon,book,0.2725,9,26
green,wordnet_common_hypernym,almond,flaxseed,oilseed,soybean,seed,0.4628,9,18
green,wordnet_common_hypernym,coat,curl,fuzz,mane,hair,0.2975,7,26
green,wordnet_common_hypernym,corn,gourd,grape,pear,fruit,0.4287,8,49
green,wordnet_common_hypernym,eclectic,ethicist,existentialist,realist,philosopher,0.2705,6,11
green,wordnet_common_hypernym,bullet,handgun,musket,spear,weapon,0.3292,8,40
green,wordnet_common_hypernym,boiler,coffeepot,kettle,pan,kitchen utensil,0.2916,8,10
green,wordnet_common_hypernym,compilation,itinerary,reissue,reprint,publication,0.2775,8,56
green,wordnet_common_hypernym,baritone,bass,soprano,tenor,singer,0.5303,7,13
green,wordnet_common_hypernym,baron,industrialist,owner,publisher,businessman,0.3130,6,19
green,wordnet_common_hypernym,catheter,coil,hose,stem,tube,0.2719,8,21
green,wordnet_common_hypernym,lever,piston,pulley,reel,mechanical device,0.3036,8,51
green,wordnet_common_hypernym,die,fork,plow,rake,tool,0.2916,7,50
green,wordnet_common_hypernym,bed,bookcase,bunk,seat,furniture,0.3133,7,49
green,wordnet_common_hypernym,couch,lamp,lounge,workbench,furniture,0.2767,7,49
green,wordnet_common_hypernym,concessionaire,hostess,operator,patron,businessman,0.2852,6,19
green,wordnet_common_hypernym,handgun,musket,revolver,rod,gun,0.3503,9,16
green,wordnet_common_hypernym,fireman,hitter,lefthander,southpaw,ballplayer,0.3875,6,16
green,wordnet_common_hypernym,boiler,coffeepot,mixer,skillet,kitchen utensil,0.3191,8,10
green,wordnet_common_hypernym,aisle,corridor,hallway,tunnel,passageway,0.3175,7,13
green,wordnet_common_hypernym,babe,baby,doll,maid,girl,0.3140,6,9
green,wordnet_common_hypernym,cowman,digger,miner,wrangler,laborer,0.2736,7,21
green,wordnet_common_hypernym,airplane,bomber,drone,fighter,aircraft,0.3246,9,11
green,wordnet_common_hypernym,eyebrow,feather,hair,scalp,body covering,0.3090,6,40
green,wordnet_common_hypernym,armor,awning,canopy,shielding,protective covering,0.2790,6,58
green,wordnet_common_hypernym,collage,panorama,portrait,portrayal,picture,0.3512,7,13
green,wordnet_common_hypernym,intern,physician,resident,veterinarian,medical practitioner,0.2853,7,20
green,wordnet_common_hypernym,canvas,picture,print,watercolor,graphic art,0.3352,7,15
green,wordnet_common_hypernym,infantryman,marine,rifleman,tanker,soldier,0.2819,8,11
green,wordnet_common_hypernym,analyst,doctor,orthodontist,pathologist,medical practitioner,0.2828,7,20
green,wordnet_common_hypernym,broiler,icebox,oven,refrigerator,home appliance,0.4197,9,12
green,wordnet_common_hypernym,ambulance,streetcar,truck,van,wheeled vehicle,0.3629,7,55
green,wordnet_common_hypernym,bandage,bedspread,knee,shoulder,cloth covering,0.3414,6,30
green,wordnet_common_hypernym,abstraction,cityscape,picture,view,graphic art,0.2851,7,15
green,wordnet_common_hypernym,booklet,pamphlet,text,vocabulary,book,0.3142,9,26
green,wordnet_common_hypernym,bandit,gangster,hijacker,murderer,criminal,0.3824,7,37
green,wordnet_common_hypernym,bloodhound,puppy,terrier,watchdog,dog,0.3282,8,11
green,wordnet_common_hypernym,dictionary,directory,glossary,itinerary,book,0.3003,9,26
green,wordnet_common_hypernym,bandstand,dais,rostrum,wharf,platform,0.2973,7,22
green,wordnet_common_hypernym,matron,orthodontist,pathologist,physician,health professional,0.3268,6,25
green,wordnet_common_hypernym,baby,calf,hog,pup,young mammal,0.3351,8,12
green,wordnet_common_hypernym,emerald,jewel,pearl,ring,jewelry,0.3510,7,17
green,wordnet_common_hypernym,boot,dashboard,shoe,windshield,protective covering,0.2760,6,58
green,wordnet_common_hypernym,flannel,fur,poncho,topcoat,garment,0.3299,7,69
green,wordnet_common_hypernym,balustrade,fence,mole,wall,barrier,0.3053,7,29
green,wordnet_common_hypernym,balloon,bomber,drone,plane,aircraft,0.3261,9,11
green,wordnet_common_hypernym,coffee,corn,peanut,soybean,seed,0.4282,9,18
green,wordnet_common_hypernym,academic,instructor,missionary,tutor,educator,0.2917,6,19
green,wordnet_common_hypernym,hole,mouth,nostril,vent,orifice,0.2767,7,7
green,wordnet_common_hypernym,banquet,barbecue,breakfast,lunch,meal,0.5024,6,16
green,wordnet_common_hypernym,car,jeep,limousine,tractor,motor vehicle,0.4539,9,26
green,wordnet_common_hypernym,cattleman,cowhand,cowman,wrangler,hired hand,0.4141,8,10
green,wordnet_common_hypernym,cortex,flesh,intima,skull,animal tissue,0.3058,6,59
green,wordnet_common_hypernym,pipe,trumpet,whistle,woodwind,wind instrument,0.2901,8,13
green,wordnet_common_hypernym,castle,lodge,manor,villa,dwelling,0.4431,7,16
green,wordnet_common_hypernym,acrylic,paint,pigment,seal,coating,0.3180,6,17
green,wordnet_common_hypernym,chancellor,dean,director,executive,administrator,0.4295,6,9
green,wordnet_common_hypernym,bookcase,convertible,lounge,sofa,furniture,0.2942,7,49
green,wordnet_common_hypernym,coffeepot,kettle,samovar,spider,cooking utensil,0.2835,9,9
green,wordnet_common_hypernym,baritone,brass,trumpet,woodwind,wind instrument,0.4117,8,13
green,wordnet_common_hypernym,cynic,libertarian,moralist,utilitarian,philosopher,0.3456,6,11
green,wordnet_common_hypernym,clock,manometer,micrometer,thermometer,measuring instrument,0.2918,8,31
green,wordnet_common_hypernym,boiler,china,pottery,samovar,utensil,0.3280,7,14
green,wordnet_common_hypernym,bivouac,campground,campsite,excavation,site,0.3419,7,16
green,wordnet_common_hypernym,bloodhound,chow,husky,poodle,dog,0.3558,8,11
green,wordnet_common_hypernym,amplifier,cell,mixer,transmitter,electronic equipment,0.2915,7,21
green,wordnet_common_hypernym,bar,bedroom,cabin,dormitory,room,0.3199,7,69
green,wordnet_common_hypernym,corn,fig,filbert,oilseed,fruit,0.3258,8,49
green,wordnet_common_hypernym,accelerometer,clock,interferometer,micrometer,measuring instrument,0.2742,8,31
green,wordnet_common_hypernym,blinking,tremble,wink,yawning,reflex,0.2779,6,19
green,wordnet_common_hypernym,coffeepot,kettle,mixer,samovar,kitchen utensil,0.3614,8,10
green,wordnet_common_hypernym,bachelor,baron,lord,nobleman,male aristocrat,0.3145,6,10
green,wordnet_common_hypernym,cream,curd,milk,stick,dairy product,0.2782,6,6
green,wordnet_common_hypernym,bayonet,blade,rod,shot,weapon,0.2807,8,40
green,wordnet_common_hypernym,chili,fennel,pepper,squash,vegetable,0.3732,6,26
green,wordnet_common_hypernym,frame,grillwork,rack,transom,supporting structure,0.3027,6,44
green,wordnet_common_hypernym,calf,foal,lamb,pup,young mammal,0.4327,8,12
green,wordnet_common_hypernym,cubist,impressionist,watercolorist,wood,painter,0.3097,6,11
green,wordnet_common_hypernym,amplifier,monitor,stereo,transmitter,electronic equipment,0.3566,7,21
green,wordnet_common_hypernym,battlefield,campsite,cemetery,encampment,tract,0.3254,6,63
green,wordnet_common_hypernym,caller,examiner,interviewer,questioner,speaker,0.2946,6,14
green,wordnet_common_hypernym,lace,thread,tinsel,yarn,cord,0.3183,6,20
green,wordnet_common_hypernym,avenue,parkway,roadway,track,road,0.2852,6,25
green,wordnet_common_hypernym,dentist,doctor,orthodontist,veterinary,medical practitioner,0.4791,7,20
green,wordnet_common_hypernym,corn,flaxseed,oilseed,peanut,seed,0.4264,9,18
green,wordnet_common_hypernym,bronze,engraving,statue,treasure,art,0.3072,6,37
green,wordnet_common_hypernym,armor,bonnet,escutcheon,sheath,protective covering,0.2777,6,58
green,wordnet_common_hypernym,castle,cottage,manor,palace,dwelling,0.4988,7,16
green,wordnet_common_hypernym,gum,jelly,nectar,sweet,dainty,0.2991,6,19
green,wordnet_common_hypernym,diagnostician,doctor,resident,veterinary,medical practitioner,0.2726,7,20
green,wordnet_common_hypernym,chancellor,lecturer,mistress,professor,educator,0.3262,6,19
green,wordnet_common_hypernym,chancellor,headmaster,lecturer,prof,educator,0.3836,6,19
green,wordnet_common_hypernym,hop,peanut,pepper,potato,vine,0.2756,8,13
green,wordnet_common_hypernym,baker,dealer,seller,trader,merchant,0.3583,6,15
green,wordnet_common_hypernym,fang,rib,skull,tendon,connective tissue,0.3524,7,32
green,wordnet_common_hypernym,batter,catcher,pitcher,twirler,ballplayer,0.4507,6,16
green,wordnet_common_hypernym,amplifier,lens,phone,stereo,electronic equipment,0.2768,7,21
green,wordnet_common_hypernym,brow,buff,haircut,stubble,body covering,0.3194,6,40
green,wordnet_common_hypernym,bed,buffet,closet,davenport,furniture,0.2973,7,49
green,wordnet_common_hypernym,cayenne,fennel,onion,pepper,vegetable,0.5413,6,26
green,wordnet_common_hypernym,aerator,centrifuge,generator,reactor,apparatus,0.3048,7,14
green,wordnet_common_hypernym,forehead,marrow,posterior,teeth,connective tissue,0.2943,7,32
green,wordnet_common_hypernym,diagnostician,intern,surgeon,veterinarian,medical practitioner,0.3033,7,20
green,wordnet_common_hypernym,dentist,diagnostician,specialist,veterinary,medical practitioner,0.2710,7,20
green,wordnet_common_hypernym,nurse,pathologist,surgeon,veterinarian,health professional,0.4412,6,25
green,wordnet_common_hypernym,bouffant,brow,haircut,stubble,hair,0.3821,7,26
green,wordnet_common_hypernym,rocker,singer,vocalist,young,musician,0.3829,6,24
green,wordnet_common_hypernym,commander,corporal,lieutenant,sergeant,military officer,0.6358,7,15
green,wordnet_common_hypernym,epiphysis,forehead,rib,skull,connective tissue,0.3938,7,32
green,wordnet_common_hypernym,iron,pin,spoon,wood,golf equipment,0.2701,8,9
green,wordnet_common_hypernym,diaper,jacket,necktie,raincoat,garment,0.4307,7,69
green,wordnet_common_hypernym,oil,paint,pigment,watercolor,coating,0.2751,6,17
green,wordnet_common_hypernym,bug,germ,protozoa,vector,microorganism,0.3363,6,11
green,wordnet_common_hypernym,piano,sax,string,woodwind,musical instrument,0.4107,7,27
green,wordnet_common_hypernym,coffeepot,pottery,samovar,spider,utensil,0.2860,7,14
green,wordnet_common_hypernym,churchyard,graveyard,lawn,monument,tract,0.3427,6,63
green,wordnet_common_hypernym,cowman,peasant,picker,shepherd,workman,0.2894,6,26
green,wordnet_common_hypernym,accelerometer,caliper,manometer,yardstick,measuring instrument,0.2775,8,31
green,wordnet_common_hypernym,heaver,hostler,laborer,porter,workman,0.2878,6,26
green,wordnet_common_hypernym,convertible,coupe,taxi,van,motor vehicle,0.2944,9,26
green,wordnet_common_hypernym,ball,bullet,knife,spear,weapon,0.3018,8,40
green,wordnet_common_hypernym,cayenne,pepper,radish,spinach,vegetable,0.4426,6,26
green,wordnet_common_hypernym,interviewer,questioner,teller,witness,speaker,0.2806,6,14
green,wordnet_common_hypernym,chariot,oxcart,wagon,wheel,wheeled vehicle,0.3803,7,55
green,wordnet_common_hypernym,boulevard,freeway,highway,turnpike,road,0.4970,6,25
green,wordnet_common_hypernym,orthodontist,pathologist,resident,specialist,medical practitioner,0.2707,7,20
green,wordnet_common_hypernym,engraving,illumination,marble,sculpture,art,0.2856,6,37
green,wordnet_common_hypernym,brigadier,commander,corporal,marshal,military officer,0.3953,7,15
green,wordnet_common_hypernym,picnic,refreshment,snack,supper,meal,0.4270,6,16
green,wordnet_common_hypernym,gulp,shiver,vomiting,yawn,reflex,0.2803,6,19
green,wordnet_common_hypernym,lawn,park,pasture,site,tract,0.2836,6,63
green,wordnet_common_hypernym,circle,corner,crossing,roundabout,junction,0.2872,6,8
green,wordnet_common_hypernym,jacket,overcoat,slicker,topcoat,coat,0.3444,9,9
green,wordnet_common_hypernym,iron,pin,tee,wedge,golf equipment,0.3808,8,9
green,wordnet_common_hypernym,dentist,orthodontist,quack,surgeon,medical practitioner,0.4395,7,20
green,wordnet_common_hypernym,baker,butcher,dealer,huckster,merchant,0.3093,6,15
green,wordnet_common_hypernym,psychiatrist,resident,veterinarian,veterinary,doctor,0.3447,8,16
green,wordnet_common_hypernym,bandage,leg,patch,plaster,cloth covering,0.3071,6,30
green,wordnet_common_hypernym,abode,castle,court,farmhouse,housing,0.2893,6,34
green,wordnet_common_hypernym,cemetery,encampment,fairway,monument,site,0.2784,7,16
green,wordnet_common_hypernym,booklet,guidebook,leaflet,pamphlet,book,0.6476,9,26
green,wordnet_common_hypernym,churchman,deacon,diocesan,rector,clergyman,0.4315,6,26
green,wordnet_common_hypernym,calf,foal,kitten,pup,young,0.4942,7,16
green,wordnet_common_hypernym,bastion,fortification,fortress,stronghold,defensive structure,0.3635,6,15
green,wordnet_common_hypernym,acrylic,gilt,seal,varnish,coating,0.2839,6,17
green,wordnet_common_hypernym,brow,fringe,mustache,stubble,hair,0.3098,7,26
green,wordnet_common_hypernym,banana,peach,sloe,strawberry,edible fruit,0.4861,6,22
green,wordnet_common_hypernym,gourd,legume,peanut,potato,vine,0.3990,8,13
green,wordnet_common_hypernym,chow,collie,stray,terrier,domestic animal,0.3371,7,15
green,wordnet_common_hypernym,cannon,handgun,hatchet,musket,weapon,0.3230,8,40
green,wordnet_common_hypernym,alto,minstrel,pianist,rocker,musician,0.3322,6,24
green,wordnet_common_hypernym,embassy,farmhouse,schoolhouse,teahouse,building,0.3155,6,69
green,wordnet_common_hypernym,choreography,dance,fresco,scene,art,0.2702,6,37
green,wordnet_common_hypernym,commander,lieutenant,marshal,skipper,military officer,0.3797,7,15
green,wordnet_common_hypernym,colon,lung,rumen,stomach,internal organ,0.4050,6,11
green,wordnet_common_hypernym,lawn,outfield,rightfield,tee,tract,0.3004,6,63
green,wordnet_common_hypernym,filly,hog,kitten,pup,young mammal,0.3057,8,12
green,wordnet_common_hypernym,canvas,grotesque,landscape,painting,art,0.2758,6,37
green,wordnet_common_hypernym,calorimeter,interferometer,measure,sonar,measuring instrument,0.2753,8,31
green,wordnet_common_hypernym,brow,curl,lash,mane,hair,0.2948,7,26
green,wordnet_common_hypernym,cabin,manor,mansion,monastery,house,0.3933,7,14
green,wordnet_common_hypernym,cowboy,cowman,porter,woman,workman,0.2857,6,26
green,wordnet_common_hypernym,breakwater,dam,fence,railing,barrier,0.3524,7,29
green,wordnet_common_hypernym,highroad,roadway,street,trail,road,0.2807,6,25
green,wordnet_common_hypernym,cheekbone,chop,forehead,posterior,bone,0.2724,8,23
green,wordnet_common_hypernym,latex,paint,pigment,rendering,coating,0.2773,6,17
green,wordnet_common_hypernym,archbishop,preacher,priest,vicar,clergyman,0.5403,6,26
green,wordnet_common_hypernym,cottage,farmhouse,lodge,monastery,house,0.4530,7,14
green,wordnet_common_hypernym,beard,fur,mane,pelt,body covering,0.3404,6,40
green,wordnet_common_hypernym,diagnostician,intern,psychiatrist,veterinarian,doctor,0.2913,8,16
green,wordnet_common_hypernym,china,pan,pottery,urn,utensil,0.2706,7,14
green,wordnet_common_hypernym,avenue,bypass,expressway,thoroughfare,road,0.3718,6,25
green,wordnet_common_hypernym,bosom,knee,leg,plaster,cloth covering,0.2872,6,30
green,wordnet_common_hypernym,cottage,dwelling,harem,villa,housing,0.3382,6,34
green,wordnet_common_hypernym,cabinet,couch,desk,divan,furniture,0.3017,7,49
green,wordnet_common_hypernym,capillary,catheter,manifold,piping,tube,0.2800,8,21
green,wordnet_common_hypernym,detective,investigator,patrolman,warden,lawman,0.4344,6,22
green,wordnet_common_hypernym,china,coffeepot,pan,samovar,utensil,0.3309,7,14
green,wordnet_common_hypernym,flannel,pajama,tweed,white,trouser,0.3551,8,4
green,wordnet_common_hypernym,grapevine,pea,pepper,potato,vine,0.2922,8,13
green,wordnet_common_hypernym,flatus,gulp,wink,yawn,reflex,0.2774,6,19
green,wordnet_common_hypernym,gauge,manometer,synchronizer,thermocouple,measuring instrument,0.3494,8,31
green,wordnet_common_hypernym,cheekbone,radius,shin,skull,bone,0.3069,8,23
green,wordnet_common_hypernym,calorimeter,measure,thermometer,yardstick,measuring instrument,0.2706,8,31
green,wordnet_common_hypernym,flaxseed,pea,peach,soybean,fruit,0.3476,8,49
green,wordnet_common_hypernym,avocado,cherry,delicious,pear,edible fruit,0.4341,6,22
green,wordnet_common_hypernym,bishop,diocesan,priest,reader,clergyman,0.4154,6,26
green,wordnet_common_hypernym,calorimeter,gage,pyrometer,scale,measuring instrument,0.3109,8,31
green,wordnet_common_hypernym,automatic,cannon,carbine,firearm,gun,0.2885,9,16
green,wordnet_common_hypernym,apartment,castle,palace,ward,housing,0.2876,6,34
green,wordnet_common_hypernym,boatswain,navigator,pilot,skipper,sailor,0.3158,6,12
green,wordnet_common_hypernym,cannon,pistol,scattergun,shotgun,gun,0.3914,9,16
green,wordnet_common_hypernym,boiler,pan,saucepan,skillet,cooking utensil,0.4083,9,9
green,wordnet_common_hypernym,camera,film,flash,reel,photographic equipment,0.2767,7,11
green,wordnet_common_hypernym,fullback,quarterback,receiver,runner,football player,0.4007,6,10
green,wordnet_common_hypernym,gilt,lacquer,latex,watercolor,coating,0.2709,6,17
green,wordnet_common_hypernym,kettle,trumpet,violin,whistle,musical instrument,0.2732,7,27
green,wordnet_common_hypernym,automatic,carbine,knife,pistol,weapon,0.3473,8,40
green,wordnet_common_hypernym,greatcoat,mink,raincoat,waterproof,coat,0.3226,9,9
green,wordnet_common_hypernym,bonnet,mask,roof,shade,protective covering,0.2841,6,58
green,wordnet_common_hypernym,digger,fireman,picker,wrangler,laborer,0.3112,7,21
green,wordnet_common_hypernym,almond,bean,cherry,pear,fruit,0.4730,8,49
green,wordnet_common_hypernym,crib,hammock,rocker,sofa,furniture,0.3536,7,49
green,wordnet_common_hypernym,castle,cottage,manor,monastery,house,0.4869,7,14
green,wordnet_common_hypernym,dam,grate,turnpike,weir,barrier,0.2724,7,29
